audio_path,true_label,pred_label
datasets/ascend/audio/validation/000057.wav,1,0
datasets/ascend/audio/validation/000057.wav,1,0
datasets/ascend/audio/validation/000057.wav,1,0
datasets/ascend/audio/validation/000057.wav,1,0
datasets/ascend/audio/validation/000062.wav,1,0
datasets/ascend/audio/train/000063.wav,1,1
datasets/ascend/audio/train/000064.wav,1,0
datasets/ascend/audio/test/000066.wav,1,0
datasets/ascend/audio/validation/000067.wav,1,0
datasets/ascend/audio/validation/000067.wav,1,0
datasets/ascend/audio/validation/000068.wav,1,0
datasets/ascend/audio/validation/000068.wav,1,0
datasets/ascend/audio/validation/000068.wav,1,0
datasets/ascend/audio/validation/000068.wav,1,0
datasets/ascend/audio/train/000071.wav,1,0
datasets/ascend/audio/validation/000078.wav,1,1
datasets/ascend/audio/validation/000078.wav,1,0
datasets/ascend/audio/test/000081.wav,1,0
datasets/ascend/audio/validation/000083.wav,1,0
datasets/ascend/audio/validation/000083.wav,1,1
datasets/ascend/audio/train/000107.wav,1,0
datasets/ascend/audio/train/000109.wav,1,0
datasets/ascend/audio/train/000110.wav,1,0
datasets/ascend/audio/train/000110.wav,1,0
datasets/ascend/audio/train/000116.wav,1,1
datasets/ascend/audio/train/000119.wav,1,0
datasets/ascend/audio/train/000119.wav,1,0
datasets/ascend/audio/train/000121.wav,1,0
datasets/ascend/audio/train/000121.wav,1,0
datasets/ascend/audio/train/000122.wav,1,0
datasets/ascend/audio/train/000122.wav,1,0
datasets/ascend/audio/train/000125.wav,1,0
datasets/ascend/audio/train/000125.wav,1,0
datasets/ascend/audio/train/000127.wav,1,0
datasets/ascend/audio/train/000127.wav,1,0
datasets/ascend/audio/validation/000129.wav,1,0
datasets/ascend/audio/validation/000129.wav,1,0
datasets/ascend/audio/test/000131.wav,1,0
datasets/ascend/audio/validation/000134.wav,1,0
datasets/ascend/audio/test/000138.wav,1,0
datasets/ascend/audio/train/000140.wav,1,1
datasets/ascend/audio/validation/000142.wav,1,0
datasets/ascend/audio/validation/000142.wav,1,0
datasets/ascend/audio/test/000143.wav,1,0
datasets/ascend/audio/test/000143.wav,1,1
datasets/ascend/audio/train/000143.wav,1,0
datasets/ascend/audio/train/000143.wav,1,0
datasets/ascend/audio/test/000150.wav,1,0
datasets/ascend/audio/test/000150.wav,1,0
datasets/ascend/audio/test/000151.wav,1,1
datasets/ascend/audio/validation/000158.wav,1,0
datasets/ascend/audio/train/000170.wav,1,0
datasets/ascend/audio/train/000174.wav,1,0
datasets/ascend/audio/train/000175.wav,1,0
datasets/ascend/audio/train/000182.wav,1,0
datasets/ascend/audio/train/000184.wav,1,1
datasets/ascend/audio/train/000186.wav,1,0
datasets/ascend/audio/train/000188.wav,1,1
datasets/ascend/audio/test/000190.wav,1,0
datasets/ascend/audio/train/000204.wav,1,0
datasets/ascend/audio/train/000204.wav,1,0
datasets/ascend/audio/test/000207.wav,1,0
datasets/ascend/audio/test/000207.wav,1,0
datasets/ascend/audio/test/000207.wav,1,1
datasets/ascend/audio/test/000211.wav,1,0
datasets/ascend/audio/test/000211.wav,1,0
datasets/ascend/audio/test/000211.wav,1,0
datasets/ascend/audio/test/000214.wav,1,1
datasets/ascend/audio/test/000215.wav,1,1
datasets/ascend/audio/test/000215.wav,1,0
datasets/ascend/audio/train/000220.wav,1,0
datasets/ascend/audio/train/000221.wav,1,1
datasets/ascend/audio/train/000221.wav,1,1
datasets/ascend/audio/train/000222.wav,1,0
datasets/ascend/audio/train/000222.wav,1,1
datasets/ascend/audio/train/000222.wav,1,1
datasets/ascend/audio/train/000222.wav,1,0
datasets/ascend/audio/train/000223.wav,1,1
datasets/ascend/audio/train/000226.wav,1,1
datasets/ascend/audio/test/000227.wav,1,0
datasets/ascend/audio/test/000227.wav,1,0
datasets/ascend/audio/test/000228.wav,1,0
datasets/ascend/audio/test/000228.wav,1,0
datasets/ascend/audio/test/000228.wav,1,0
datasets/ascend/audio/test/000229.wav,1,1
datasets/ascend/audio/test/000229.wav,1,0
datasets/ascend/audio/test/000229.wav,1,0
datasets/ascend/audio/test/000232.wav,1,0
datasets/ascend/audio/test/000232.wav,1,0
datasets/ascend/audio/train/000235.wav,1,0
datasets/ascend/audio/train/000235.wav,1,1
datasets/ascend/audio/test/000238.wav,1,1
datasets/ascend/audio/test/000238.wav,1,0
datasets/ascend/audio/test/000239.wav,1,0
datasets/ascend/audio/test/000239.wav,1,1
datasets/ascend/audio/test/000243.wav,1,0
datasets/ascend/audio/test/000243.wav,1,0
datasets/ascend/audio/test/000248.wav,1,0
datasets/ascend/audio/test/000248.wav,1,1
datasets/ascend/audio/train/000248.wav,1,0
datasets/ascend/audio/test/000249.wav,1,0
datasets/ascend/audio/test/000249.wav,1,0
datasets/ascend/audio/test/000251.wav,1,0
datasets/ascend/audio/test/000251.wav,1,0
datasets/ascend/audio/train/000251.wav,1,0
datasets/ascend/audio/test/000253.wav,1,1
datasets/ascend/audio/train/000253.wav,1,0
datasets/ascend/audio/train/000253.wav,1,0
datasets/ascend/audio/train/000253.wav,1,0
datasets/ascend/audio/test/000254.wav,1,0
datasets/ascend/audio/train/000254.wav,1,0
datasets/ascend/audio/test/000255.wav,1,0
datasets/ascend/audio/test/000255.wav,1,0
datasets/ascend/audio/test/000256.wav,1,1
datasets/ascend/audio/train/000257.wav,1,0
datasets/ascend/audio/train/000257.wav,1,0
datasets/ascend/audio/test/000258.wav,1,0
datasets/ascend/audio/test/000258.wav,1,0
datasets/ascend/audio/test/000259.wav,1,0
datasets/ascend/audio/test/000259.wav,1,0
datasets/ascend/audio/train/000259.wav,1,0
datasets/ascend/audio/train/000259.wav,1,0
datasets/ascend/audio/train/000261.wav,1,0
datasets/ascend/audio/train/000261.wav,1,1
datasets/ascend/audio/train/000261.wav,1,0
datasets/ascend/audio/train/000262.wav,1,0
datasets/ascend/audio/train/000262.wav,1,0
datasets/ascend/audio/train/000263.wav,1,0
datasets/ascend/audio/train/000263.wav,1,0
datasets/ascend/audio/validation/000263.wav,1,0
datasets/ascend/audio/test/000264.wav,1,0
datasets/ascend/audio/train/000264.wav,1,0
datasets/ascend/audio/train/000266.wav,1,0
datasets/ascend/audio/test/000269.wav,1,0
datasets/ascend/audio/test/000272.wav,1,0
datasets/ascend/audio/test/000276.wav,1,0
datasets/ascend/audio/test/000276.wav,1,1
datasets/ascend/audio/test/000277.wav,1,0
datasets/ascend/audio/train/000277.wav,1,1
datasets/ascend/audio/train/000277.wav,1,1
datasets/ascend/audio/test/000278.wav,1,0
datasets/ascend/audio/test/000278.wav,1,0
datasets/ascend/audio/train/000280.wav,1,0
datasets/ascend/audio/train/000280.wav,1,0
datasets/ascend/audio/test/000281.wav,1,1
datasets/ascend/audio/train/000286.wav,1,0
datasets/ascend/audio/train/000287.wav,1,0
datasets/ascend/audio/train/000287.wav,1,1
datasets/ascend/audio/train/000289.wav,1,1
datasets/ascend/audio/train/000289.wav,1,0
datasets/ascend/audio/train/000289.wav,1,0
datasets/ascend/audio/train/000289.wav,1,0
datasets/ascend/audio/test/000292.wav,1,1
datasets/ascend/audio/train/000293.wav,1,1
datasets/ascend/audio/train/000293.wav,1,0
datasets/ascend/audio/train/000293.wav,1,0
datasets/ascend/audio/train/000293.wav,1,0
datasets/ascend/audio/train/000293.wav,1,0
datasets/ascend/audio/train/000293.wav,1,0
datasets/ascend/audio/test/000295.wav,1,0
datasets/ascend/audio/test/000295.wav,1,0
datasets/ascend/audio/train/000296.wav,1,0
datasets/ascend/audio/train/000296.wav,1,0
datasets/ascend/audio/train/000296.wav,1,1
datasets/ascend/audio/train/000297.wav,1,0
datasets/ascend/audio/validation/000297.wav,1,1
datasets/ascend/audio/train/000298.wav,1,1
datasets/ascend/audio/validation/000298.wav,1,0
datasets/ascend/audio/validation/000300.wav,1,1
datasets/ascend/audio/train/000301.wav,1,0
datasets/ascend/audio/train/000301.wav,1,1
datasets/ascend/audio/test/000303.wav,1,1
datasets/ascend/audio/test/000303.wav,1,0
datasets/ascend/audio/test/000304.wav,1,1
datasets/ascend/audio/test/000304.wav,1,0
datasets/ascend/audio/test/000304.wav,1,1
datasets/ascend/audio/test/000308.wav,1,0
datasets/ascend/audio/test/000308.wav,1,0
datasets/ascend/audio/train/000308.wav,1,0
datasets/ascend/audio/train/000308.wav,1,0
datasets/ascend/audio/train/000309.wav,1,1
datasets/ascend/audio/train/000309.wav,1,0
datasets/ascend/audio/test/000311.wav,1,0
datasets/ascend/audio/test/000311.wav,1,0
datasets/ascend/audio/test/000312.wav,1,0
datasets/ascend/audio/test/000312.wav,1,0
datasets/ascend/audio/validation/000312.wav,1,0
datasets/ascend/audio/train/000314.wav,1,1
datasets/ascend/audio/train/000314.wav,1,1
datasets/ascend/audio/train/000315.wav,1,1
datasets/ascend/audio/train/000315.wav,1,0
datasets/ascend/audio/test/000323.wav,1,1
datasets/ascend/audio/test/000325.wav,1,0
datasets/ascend/audio/test/000325.wav,1,0
datasets/ascend/audio/validation/000326.wav,1,0
datasets/ascend/audio/validation/000326.wav,1,0
datasets/ascend/audio/test/000327.wav,1,1
datasets/ascend/audio/test/000328.wav,1,1
datasets/ascend/audio/test/000328.wav,1,1
datasets/ascend/audio/test/000328.wav,1,0
datasets/ascend/audio/test/000329.wav,1,0
datasets/ascend/audio/test/000331.wav,1,0
datasets/ascend/audio/test/000332.wav,1,0
datasets/ascend/audio/test/000332.wav,1,0
datasets/ascend/audio/test/000332.wav,1,0
datasets/ascend/audio/test/000335.wav,1,0
datasets/ascend/audio/test/000337.wav,1,0
datasets/ascend/audio/test/000337.wav,1,0
datasets/ascend/audio/test/000337.wav,1,0
datasets/ascend/audio/test/000337.wav,1,0
datasets/ascend/audio/test/000337.wav,1,0
datasets/ascend/audio/test/000337.wav,1,0
datasets/ascend/audio/train/000338.wav,1,0
datasets/ascend/audio/train/000343.wav,1,1
datasets/ascend/audio/train/000344.wav,1,0
datasets/ascend/audio/train/000346.wav,1,1
datasets/ascend/audio/train/000346.wav,1,1
datasets/ascend/audio/test/000347.wav,1,0
datasets/ascend/audio/test/000347.wav,1,0
datasets/ascend/audio/test/000347.wav,1,1
datasets/ascend/audio/test/000347.wav,1,0
datasets/ascend/audio/test/000347.wav,1,0
datasets/ascend/audio/test/000347.wav,1,0
datasets/ascend/audio/test/000352.wav,1,0
datasets/ascend/audio/test/000359.wav,1,1
datasets/ascend/audio/test/000359.wav,1,0
datasets/ascend/audio/test/000361.wav,1,0
datasets/ascend/audio/test/000361.wav,1,0
datasets/ascend/audio/test/000361.wav,1,0
datasets/ascend/audio/test/000362.wav,1,0
datasets/ascend/audio/test/000362.wav,1,0
datasets/ascend/audio/test/000362.wav,1,1
datasets/ascend/audio/test/000362.wav,1,1
datasets/ascend/audio/test/000362.wav,1,1
datasets/ascend/audio/test/000362.wav,1,1
datasets/ascend/audio/test/000362.wav,1,1
datasets/ascend/audio/test/000362.wav,1,0
datasets/ascend/audio/train/000362.wav,1,1
datasets/ascend/audio/train/000362.wav,1,1
datasets/ascend/audio/test/000364.wav,1,0
datasets/ascend/audio/test/000364.wav,1,0
datasets/ascend/audio/train/000364.wav,1,0
datasets/ascend/audio/train/000364.wav,1,0
datasets/ascend/audio/validation/000368.wav,1,0
datasets/ascend/audio/validation/000368.wav,1,1
datasets/ascend/audio/validation/000368.wav,1,1
datasets/ascend/audio/test/000369.wav,1,0
datasets/ascend/audio/test/000369.wav,1,0
datasets/ascend/audio/validation/000378.wav,1,0
datasets/ascend/audio/validation/000378.wav,1,1
datasets/ascend/audio/test/000380.wav,1,0
datasets/ascend/audio/test/000380.wav,1,1
datasets/ascend/audio/train/000381.wav,1,0
datasets/ascend/audio/train/000382.wav,1,0
datasets/ascend/audio/train/000382.wav,1,1
datasets/ascend/audio/test/000383.wav,1,0
datasets/ascend/audio/test/000383.wav,1,0
datasets/ascend/audio/test/000383.wav,1,1
datasets/ascend/audio/train/000386.wav,1,0
datasets/ascend/audio/train/000386.wav,1,0
datasets/ascend/audio/test/000389.wav,1,0
datasets/ascend/audio/test/000389.wav,1,1
datasets/ascend/audio/test/000391.wav,1,0
datasets/ascend/audio/test/000391.wav,1,0
datasets/ascend/audio/test/000392.wav,1,0
datasets/ascend/audio/test/000392.wav,1,1
datasets/ascend/audio/train/000392.wav,1,0
datasets/ascend/audio/train/000392.wav,1,0
datasets/ascend/audio/test/000393.wav,1,1
datasets/ascend/audio/test/000394.wav,1,0
datasets/ascend/audio/test/000396.wav,1,1
datasets/ascend/audio/test/000396.wav,1,1
datasets/ascend/audio/test/000396.wav,1,0
datasets/ascend/audio/test/000396.wav,1,0
datasets/ascend/audio/train/000398.wav,1,0
datasets/ascend/audio/train/000398.wav,1,0
datasets/ascend/audio/train/000398.wav,1,0
datasets/ascend/audio/test/000399.wav,1,0
datasets/ascend/audio/test/000399.wav,1,0
datasets/ascend/audio/test/000399.wav,1,0
datasets/ascend/audio/test/000400.wav,1,1
datasets/ascend/audio/test/000400.wav,1,1
datasets/ascend/audio/test/000400.wav,1,1
datasets/ascend/audio/test/000401.wav,1,0
datasets/ascend/audio/test/000401.wav,1,1
datasets/ascend/audio/train/000401.wav,1,1
datasets/ascend/audio/train/000401.wav,1,0
datasets/ascend/audio/test/000402.wav,1,0
datasets/ascend/audio/test/000402.wav,1,0
datasets/ascend/audio/test/000402.wav,1,0
datasets/ascend/audio/test/000402.wav,1,0
datasets/ascend/audio/test/000402.wav,1,0
datasets/ascend/audio/test/000402.wav,1,0
datasets/ascend/audio/test/000402.wav,1,0
datasets/ascend/audio/test/000402.wav,1,0
datasets/ascend/audio/test/000402.wav,1,0
datasets/ascend/audio/test/000402.wav,1,0
datasets/ascend/audio/test/000402.wav,1,1
datasets/ascend/audio/test/000403.wav,1,0
datasets/ascend/audio/test/000403.wav,1,0
datasets/ascend/audio/train/000403.wav,1,0
datasets/ascend/audio/train/000403.wav,1,0
datasets/ascend/audio/validation/000403.wav,1,1
datasets/ascend/audio/validation/000403.wav,1,0
datasets/ascend/audio/test/000404.wav,1,0
datasets/ascend/audio/validation/000405.wav,1,0
datasets/ascend/audio/test/000406.wav,1,0
datasets/ascend/audio/test/000406.wav,1,0
datasets/ascend/audio/test/000406.wav,1,1
datasets/ascend/audio/test/000406.wav,1,0
datasets/ascend/audio/test/000406.wav,1,0
datasets/ascend/audio/test/000406.wav,1,1
datasets/ascend/audio/validation/000406.wav,1,0
datasets/ascend/audio/test/000409.wav,1,0
datasets/ascend/audio/test/000409.wav,1,0
datasets/ascend/audio/train/000409.wav,1,0
datasets/ascend/audio/train/000409.wav,1,1
datasets/ascend/audio/validation/000410.wav,1,0
datasets/ascend/audio/test/000411.wav,1,1
datasets/ascend/audio/test/000411.wav,1,0
datasets/ascend/audio/test/000411.wav,1,1
datasets/ascend/audio/test/000412.wav,1,1
datasets/ascend/audio/test/000412.wav,1,1
datasets/ascend/audio/test/000414.wav,1,0
datasets/ascend/audio/test/000414.wav,1,0
datasets/ascend/audio/validation/000416.wav,1,0
datasets/ascend/audio/validation/000416.wav,1,1
datasets/ascend/audio/test/000417.wav,1,0
datasets/ascend/audio/validation/000418.wav,1,0
datasets/ascend/audio/validation/000419.wav,1,1
datasets/ascend/audio/validation/000422.wav,1,0
datasets/ascend/audio/test/000423.wav,1,0
datasets/ascend/audio/test/000423.wav,1,0
datasets/ascend/audio/test/000423.wav,1,0
datasets/ascend/audio/test/000423.wav,1,0
datasets/ascend/audio/test/000424.wav,1,1
datasets/ascend/audio/test/000425.wav,1,1
datasets/ascend/audio/test/000425.wav,1,0
datasets/ascend/audio/test/000425.wav,1,1
datasets/ascend/audio/test/000425.wav,1,1
datasets/ascend/audio/test/000427.wav,1,0
datasets/ascend/audio/test/000427.wav,1,1
datasets/ascend/audio/test/000427.wav,1,0
datasets/ascend/audio/train/000427.wav,1,0
datasets/ascend/audio/validation/000427.wav,1,0
datasets/ascend/audio/validation/000427.wav,1,0
datasets/ascend/audio/test/000428.wav,1,0
datasets/ascend/audio/train/000428.wav,1,1
datasets/ascend/audio/train/000428.wav,1,1
datasets/ascend/audio/train/000428.wav,1,0
datasets/ascend/audio/train/000428.wav,1,0
datasets/ascend/audio/validation/000428.wav,1,1
datasets/ascend/audio/validation/000428.wav,1,0
datasets/ascend/audio/test/000429.wav,1,0
datasets/ascend/audio/test/000429.wav,1,0
datasets/ascend/audio/test/000430.wav,1,0
datasets/ascend/audio/test/000430.wav,1,1
datasets/ascend/audio/test/000431.wav,1,1
datasets/ascend/audio/test/000433.wav,1,0
datasets/ascend/audio/test/000433.wav,1,0
datasets/ascend/audio/test/000433.wav,1,0
datasets/ascend/audio/test/000433.wav,1,0
datasets/ascend/audio/test/000434.wav,1,0
datasets/ascend/audio/train/000434.wav,1,0
datasets/ascend/audio/train/000434.wav,1,0
datasets/ascend/audio/train/000435.wav,1,0
datasets/ascend/audio/validation/000435.wav,1,0
datasets/ascend/audio/validation/000435.wav,1,0
datasets/ascend/audio/train/000436.wav,1,0
datasets/ascend/audio/train/000436.wav,1,0
datasets/ascend/audio/train/000436.wav,1,0
datasets/ascend/audio/train/000436.wav,1,0
datasets/ascend/audio/test/000438.wav,1,0
datasets/ascend/audio/test/000438.wav,1,0
datasets/ascend/audio/train/000438.wav,1,1
datasets/ascend/audio/validation/000439.wav,1,0
datasets/ascend/audio/validation/000439.wav,1,0
datasets/ascend/audio/validation/000439.wav,1,0
datasets/ascend/audio/validation/000439.wav,1,0
datasets/ascend/audio/test/000441.wav,1,0
datasets/ascend/audio/test/000441.wav,1,0
datasets/ascend/audio/validation/000441.wav,1,0
datasets/ascend/audio/validation/000441.wav,1,1
datasets/ascend/audio/train/000443.wav,1,0
datasets/ascend/audio/train/000443.wav,1,0
datasets/ascend/audio/train/000444.wav,1,0
datasets/ascend/audio/train/000444.wav,1,0
datasets/ascend/audio/train/000444.wav,1,0
datasets/ascend/audio/validation/000444.wav,1,0
datasets/ascend/audio/validation/000444.wav,1,0
datasets/ascend/audio/train/000447.wav,1,0
datasets/ascend/audio/train/000447.wav,1,0
datasets/ascend/audio/validation/000448.wav,1,0
datasets/ascend/audio/train/000450.wav,1,0
datasets/ascend/audio/train/000450.wav,1,0
datasets/ascend/audio/validation/000451.wav,1,1
datasets/ascend/audio/validation/000454.wav,1,0
datasets/ascend/audio/validation/000454.wav,1,0
datasets/ascend/audio/train/000460.wav,1,0
datasets/ascend/audio/train/000460.wav,1,0
datasets/ascend/audio/validation/000464.wav,1,0
datasets/ascend/audio/validation/000464.wav,1,0
datasets/ascend/audio/train/000466.wav,1,0
datasets/ascend/audio/train/000466.wav,1,0
datasets/ascend/audio/validation/000466.wav,1,1
datasets/ascend/audio/validation/000466.wav,1,1
datasets/ascend/audio/validation/000467.wav,1,1
datasets/ascend/audio/test/000468.wav,1,0
datasets/ascend/audio/test/000468.wav,1,0
datasets/ascend/audio/validation/000469.wav,1,0
datasets/ascend/audio/validation/000469.wav,1,1
datasets/ascend/audio/train/000479.wav,1,0
datasets/ascend/audio/train/000479.wav,1,1
datasets/ascend/audio/train/000482.wav,1,0
datasets/ascend/audio/test/000485.wav,1,1
datasets/ascend/audio/test/000485.wav,1,0
datasets/ascend/audio/validation/000487.wav,1,0
datasets/ascend/audio/validation/000487.wav,1,0
datasets/ascend/audio/validation/000487.wav,1,0
datasets/ascend/audio/test/000489.wav,1,0
datasets/ascend/audio/test/000489.wav,1,1
datasets/ascend/audio/test/000494.wav,1,1
datasets/ascend/audio/test/000494.wav,1,0
datasets/ascend/audio/validation/000497.wav,1,1
datasets/ascend/audio/validation/000497.wav,1,0
datasets/ascend/audio/train/000499.wav,1,1
datasets/ascend/audio/train/000499.wav,1,0
datasets/ascend/audio/test/000500.wav,1,0
datasets/ascend/audio/train/000507.wav,1,1
datasets/ascend/audio/train/000507.wav,1,0
datasets/ascend/audio/validation/000508.wav,1,1
datasets/ascend/audio/validation/000508.wav,1,0
datasets/ascend/audio/train/000510.wav,1,0
datasets/ascend/audio/train/000510.wav,1,1
datasets/ascend/audio/train/000510.wav,1,0
datasets/ascend/audio/train/000510.wav,1,1
datasets/ascend/audio/validation/000511.wav,1,1
datasets/ascend/audio/validation/000511.wav,1,0
datasets/ascend/audio/validation/000516.wav,1,1
datasets/ascend/audio/validation/000516.wav,1,0
datasets/ascend/audio/train/000530.wav,1,1
datasets/ascend/audio/train/000531.wav,1,0
datasets/ascend/audio/train/000531.wav,1,0
datasets/ascend/audio/train/000532.wav,1,1
datasets/ascend/audio/train/000532.wav,1,1
datasets/ascend/audio/train/000534.wav,1,1
datasets/ascend/audio/train/000534.wav,1,0
datasets/ascend/audio/train/000534.wav,1,0
datasets/ascend/audio/train/000540.wav,1,0
datasets/ascend/audio/train/000540.wav,1,1
datasets/ascend/audio/train/000540.wav,1,0
datasets/ascend/audio/train/000540.wav,1,1
datasets/ascend/audio/train/000543.wav,1,1
datasets/ascend/audio/train/000543.wav,1,0
datasets/ascend/audio/train/000548.wav,1,0
datasets/ascend/audio/test/000553.wav,1,0
datasets/ascend/audio/train/000556.wav,1,1
datasets/ascend/audio/validation/000556.wav,1,0
datasets/ascend/audio/train/000562.wav,1,0
datasets/ascend/audio/train/000563.wav,1,1
datasets/ascend/audio/train/000563.wav,1,1
datasets/ascend/audio/train/000563.wav,1,0
datasets/ascend/audio/train/000565.wav,1,0
datasets/ascend/audio/validation/000566.wav,1,1
datasets/ascend/audio/validation/000566.wav,1,1
datasets/ascend/audio/validation/000567.wav,1,0
datasets/ascend/audio/validation/000570.wav,1,0
datasets/ascend/audio/validation/000570.wav,1,1
datasets/ascend/audio/train/000573.wav,1,0
datasets/ascend/audio/train/000573.wav,1,0
datasets/ascend/audio/train/000573.wav,1,0
datasets/ascend/audio/train/000573.wav,1,0
datasets/ascend/audio/train/000575.wav,1,0
datasets/ascend/audio/validation/000575.wav,1,0
datasets/ascend/audio/validation/000575.wav,1,0
datasets/ascend/audio/validation/000575.wav,1,1
datasets/ascend/audio/train/000580.wav,1,1
datasets/ascend/audio/train/000580.wav,1,1
datasets/ascend/audio/train/000580.wav,1,0
datasets/ascend/audio/train/000580.wav,1,0
datasets/ascend/audio/validation/000580.wav,1,1
datasets/ascend/audio/validation/000580.wav,1,0
datasets/ascend/audio/train/000581.wav,1,0
datasets/ascend/audio/validation/000581.wav,1,0
datasets/ascend/audio/validation/000581.wav,1,0
datasets/ascend/audio/train/000582.wav,1,1
datasets/ascend/audio/train/000586.wav,1,1
datasets/ascend/audio/train/000586.wav,1,1
datasets/ascend/audio/train/000591.wav,1,1
datasets/ascend/audio/train/000591.wav,1,0
datasets/ascend/audio/train/000591.wav,1,1
datasets/ascend/audio/train/000591.wav,1,1
datasets/ascend/audio/train/000600.wav,1,1
datasets/ascend/audio/train/000600.wav,1,1
datasets/ascend/audio/train/000600.wav,1,1
datasets/ascend/audio/train/000600.wav,1,1
datasets/ascend/audio/train/000602.wav,1,0
datasets/ascend/audio/train/000602.wav,1,0
datasets/ascend/audio/train/000609.wav,1,0
datasets/ascend/audio/train/000609.wav,1,0
datasets/ascend/audio/train/000610.wav,1,0
datasets/ascend/audio/train/000610.wav,1,0
datasets/ascend/audio/train/000610.wav,1,0
datasets/ascend/audio/train/000610.wav,1,0
datasets/ascend/audio/validation/000610.wav,1,0
datasets/ascend/audio/validation/000610.wav,1,0
datasets/ascend/audio/train/000612.wav,1,0
datasets/ascend/audio/train/000613.wav,1,0
datasets/ascend/audio/train/000613.wav,1,1
datasets/ascend/audio/train/000613.wav,1,1
datasets/ascend/audio/validation/000614.wav,1,0
datasets/ascend/audio/test/000616.wav,1,0
datasets/ascend/audio/test/000616.wav,1,1
datasets/ascend/audio/train/000616.wav,1,1
datasets/ascend/audio/train/000616.wav,1,1
datasets/ascend/audio/validation/000616.wav,1,0
datasets/ascend/audio/validation/000616.wav,1,0
datasets/ascend/audio/validation/000616.wav,1,0
datasets/ascend/audio/validation/000616.wav,1,0
datasets/ascend/audio/test/000620.wav,1,1
datasets/ascend/audio/test/000620.wav,1,0
datasets/ascend/audio/train/000620.wav,1,0
datasets/ascend/audio/validation/000621.wav,1,0
datasets/ascend/audio/validation/000621.wav,1,0
datasets/ascend/audio/validation/000621.wav,1,1
datasets/ascend/audio/validation/000621.wav,1,0
datasets/ascend/audio/test/000623.wav,1,0
datasets/ascend/audio/test/000623.wav,1,0
datasets/ascend/audio/test/000623.wav,1,0
datasets/ascend/audio/test/000624.wav,1,1
datasets/ascend/audio/test/000624.wav,1,0
datasets/ascend/audio/test/000632.wav,1,0
datasets/ascend/audio/test/000632.wav,1,0
datasets/ascend/audio/train/000632.wav,1,1
datasets/ascend/audio/train/000632.wav,1,1
datasets/ascend/audio/test/000634.wav,1,0
datasets/ascend/audio/test/000634.wav,1,0
datasets/ascend/audio/test/000634.wav,1,1
datasets/ascend/audio/test/000634.wav,1,1
datasets/ascend/audio/test/000634.wav,1,1
datasets/ascend/audio/test/000634.wav,1,0
datasets/ascend/audio/train/000637.wav,1,1
datasets/ascend/audio/train/000637.wav,1,0
datasets/ascend/audio/test/000638.wav,1,0
datasets/ascend/audio/test/000639.wav,1,0
datasets/ascend/audio/train/000643.wav,1,1
datasets/ascend/audio/train/000643.wav,1,0
datasets/ascend/audio/train/000643.wav,1,0
datasets/ascend/audio/train/000643.wav,1,0
datasets/ascend/audio/train/000643.wav,1,0
datasets/ascend/audio/train/000643.wav,1,0
datasets/ascend/audio/test/000646.wav,1,0
datasets/ascend/audio/train/000646.wav,1,0
datasets/ascend/audio/train/000647.wav,1,1
datasets/ascend/audio/test/000649.wav,1,1
datasets/ascend/audio/train/000651.wav,1,0
datasets/ascend/audio/train/000651.wav,1,1
datasets/ascend/audio/train/000651.wav,1,0
